9; 161% = 0.59; #uncovered = 161; #vertex = 271; #edges = 1342;penalty is 192, down from 332
9; 125% = 0.28; #uncovered = 125; #vertex = 450; #edges = 240;penalty is 125, down from 455
9; 453% = 0.91; #uncovered = 453; #vertex = 498; #edges = 55276;penalty is 680, down from 747
4; 498% = 1.0; #uncovered = 498; #vertex = 500; #edges = 49935;penalty is 548, down from 550
4; 487% = 0.97; #uncovered = 487; #vertex = 500; #edges = 25268;penalty is 739, down from 761
9; 60% = 0.5; #uncovered = 60; #vertex = 120; #edges = 180;penalty is 80, down from 160
1; 0% = 0.0; #uncovered = 0; #vertex = 500; #edges = 249500;penalty is 0, down from 523
9; 95% = 0.95; #uncovered = 95; #vertex = 100; #edges = 116;penalty is 99, down from 104
9; 11% = 0.37; #uncovered = 11; #vertex = 30; #edges = 62;penalty is 13, down from 35
9; 465% = 0.93; #uncovered = 465; #vertex = 500; #edges = 56433;penalty is 467, down from 502
9; 230% = 0.46; #uncovered = 230; #vertex = 500; #edges = 568;penalty is 328, down from 715
9; 27% = 0.54; #uncovered = 27; #vertex = 50; #edges = 84;penalty is 30, down from 53
9; 7% = 0.04; #uncovered = 7; #vertex = 192; #edges = 18203;penalty is 7, down from 197
4; 98% = 0.98; #uncovered = 98; #vertex = 100; #edges = 128;penalty is 103, down from 105
1; 0% = 0.0; #uncovered = 0; #vertex = 10; #edges = 90;penalty is 0, down from 10
1; 0% = 0.0; #uncovered = 0; #vertex = 5; #edges = 14;penalty is 0, down from 8
1; 0% = 0.0; #uncovered = 0; #vertex = 464; #edges = 464;penalty is 0, down from 613
3; 500% = 1.0; #uncovered = 500; #vertex = 500; #edges = 2669;penalty is 555, down from 555
9; 145% = 0.29; #uncovered = 145; #vertex = 500; #edges = 128;penalty is 145, down from 500
2; 5% = 0.01; #uncovered = 5; #vertex = 421; #edges = 66298;penalty is 5, down from 602
4; 482% = 0.96; #uncovered = 482; #vertex = 500; #edges = 56408;penalty is 488, down from 507
1; 0% = 0.0; #uncovered = 0; #vertex = 500; #edges = 80000;penalty is 0, down from 800
1; 0% = 0.0; #uncovered = 0; #vertex = 100; #edges = 4946;penalty is 0, down from 105
9; 3% = 0.5; #uncovered = 3; #vertex = 6; #edges = 10;penalty is 3, down from 7
4; 491% = 0.98; #uncovered = 491; #vertex = 500; #edges = 25422;penalty is 607, down from 617
1; 0% = 0.0; #uncovered = 0; #vertex = 50; #edges = 1967;penalty is 0, down from 76
3; 10% = 1.0; #uncovered = 10; #vertex = 10; #edges = 15;penalty is 15, down from 15
3; 500% = 1.0; #uncovered = 500; #vertex = 500; #edges = 4814;penalty is 560, down from 560
1; 0% = 0.0; #uncovered = 0; #vertex = 497; #edges = 497;penalty is 0, down from 791
9; 213% = 0.43; #uncovered = 213; #vertex = 500; #edges = 290;penalty is 288, down from 579
1; 0% = 0.0; #uncovered = 0; #vertex = 10; #edges = 21;penalty is 0, down from 14
9; 169% = 0.35; #uncovered = 169; #vertex = 483; #edges = 922;penalty is 173, down from 492
4; 486% = 0.97; #uncovered = 486; #vertex = 500; #edges = 25123;penalty is 712, down from 733
9; 301% = 0.89; #uncovered = 301; #vertex = 337; #edges = 56717;penalty is 461, down from 522
1; 0% = 0.0; #uncovered = 0; #vertex = 450; #edges = 161463;penalty is 0, down from 588
9; 3% = 0.3; #uncovered = 3; #vertex = 10; #edges = 21;penalty is 3, down from 10
4; 487% = 0.97; #uncovered = 487; #vertex = 500; #edges = 27054;penalty is 585, down from 600
1; 0% = 0.0; #uncovered = 0; #vertex = 500; #edges = 124431;penalty is 0, down from 548
2; 2% = 0.01; #uncovered = 2; #vertex = 400; #edges = 665;penalty is 4, down from 666
4; 442% = 0.98; #uncovered = 442; #vertex = 450; #edges = 14206;penalty is 491, down from 499
9; 103% = 0.21; #uncovered = 103; #vertex = 500; #edges = 1288;penalty is 106, down from 625
3; 500% = 1.0; #uncovered = 500; #vertex = 500; #edges = 6549;penalty is 525, down from 525
9; 23% = 0.23; #uncovered = 23; #vertex = 100; #edges = 23;penalty is 23, down from 102
1; 0% = 0.0; #uncovered = 0; #vertex = 10; #edges = 0;penalty is 0, down from 13
9; 10% = 0.1; #uncovered = 10; #vertex = 100; #edges = 11;penalty is 15, down from 105
9; 239% = 0.48; #uncovered = 239; #vertex = 500; #edges = 1123;penalty is 335, down from 678
9; 6% = 0.75; #uncovered = 6; #vertex = 8; #edges = 5;penalty is 9, down from 11
4; 494% = 0.99; #uncovered = 494; #vertex = 500; #edges = 24862;penalty is 666, down from 674
1; 0% = 0.0; #uncovered = 0; #vertex = 500; #edges = 178082;penalty is 0, down from 600
4; 195% = 0.97; #uncovered = 195; #vertex = 200; #edges = 4003;penalty is 228, down from 233
1; 0% = 0.0; #uncovered = 0; #vertex = 100; #edges = 5865;penalty is 0, down from 100
1; 0% = 0.0; #uncovered = 0; #vertex = 500; #edges = 237069;penalty is 0, down from 551
9; 147% = 0.92; #uncovered = 147; #vertex = 160; #edges = 12712;penalty is 207, down from 227
4; 492% = 0.98; #uncovered = 492; #vertex = 500; #edges = 12452;penalty is 735, down from 748
4; 388% = 0.97; #uncovered = 388; #vertex = 400; #edges = 20133;penalty is 486, down from 501
1; 0% = 0.0; #uncovered = 0; #vertex = 15; #edges = 20;penalty is 0, down from 20
4; 493% = 0.99; #uncovered = 493; #vertex = 500; #edges = 25156;penalty is 751, down from 763
1; 0% = 0.0; #uncovered = 0; #vertex = 250; #edges = 37310;penalty is 0, down from 334
1; 0% = 0.0; #uncovered = 0; #vertex = 300; #edges = 62245;penalty is 0, down from 337
2; 2% = 0.0; #uncovered = 2; #vertex = 499; #edges = 124213;penalty is 4, down from 998
1; 0% = 0.0; #uncovered = 0; #vertex = 1; #edges = 0;penalty is 0, down from 2
1; 0% = 0.0; #uncovered = 0; #vertex = 480; #edges = 628;penalty is 0, down from 480
3; 500% = 1.0; #uncovered = 500; #vertex = 500; #edges = 16510;penalty is 507, down from 507
1; 0% = 0.0; #uncovered = 0; #vertex = 501; #edges = 249500;penalty is 0, down from 1001
9; 34% = 0.07; #uncovered = 34; #vertex = 501; #edges = 24;penalty is 34, down from 502
9; 196% = 0.39; #uncovered = 196; #vertex = 501; #edges = 126305;penalty is 273, down from 697
1; 0% = 0.0; #uncovered = 0; #vertex = 200; #edges = 500;penalty is 0, down from 210
4; 476% = 0.95; #uncovered = 476; #vertex = 500; #edges = 49818;penalty is 479, down from 520
1; 0% = 0.0; #uncovered = 0; #vertex = 11; #edges = 2;penalty is 0, down from 11
9; 361% = 0.72; #uncovered = 361; #vertex = 498; #edges = 859;penalty is 409, down from 547
9; 39% = 0.78; #uncovered = 39; #vertex = 50; #edges = 913;penalty is 42, down from 57
4; 488% = 1.0; #uncovered = 488; #vertex = 490; #edges = 7795;penalty is 488, down from 490
9; 86% = 0.9; #uncovered = 86; #vertex = 96; #edges = 184;penalty is 94, down from 104
9; 5% = 0.05; #uncovered = 5; #vertex = 100; #edges = 4992;penalty is 5, down from 109
2; 6% = 0.01; #uncovered = 6; #vertex = 500; #edges = 124505;penalty is 7, down from 738
1; 0% = 0.0; #uncovered = 0; #vertex = 500; #edges = 112074;penalty is 0, down from 553
9; 139% = 0.33; #uncovered = 139; #vertex = 421; #edges = 84;penalty is 197, down from 602
1; 0% = 0.0; #uncovered = 0; #vertex = 8; #edges = 12;penalty is 0, down from 11
